"Index";"date";"CC";"CK";"CF";"IDA";"IDP";"ICA";"ICP";"OIA";"OIP";"EO";"ACR"
"1";2015-03-01;"-255.490390706165";"6.70319066444856";"-1625.25826523441";"32.7202578466362";"724.438351320594";"334.960232805612";"908.960131724909";"-354.093080872629";"5.19084002033219";"-236.890952457559";"1139.63102167436"
"2";2015-06-01;"-436.378873648068";"8.0999850593246";"-238.536810104775";"167.541339396133";"765.836810001627";"-84.806512884692";"-34.6962054916632";"433.521667344558";"23.3941485763217";"120.582940974812";"-69.1080031338524"
"3";2015-09-01;"-706.857301818526";"7.40338080266998";"-628.256983620433";"129.082988939615";"732.670236302007";"293.22263648122";"1.90221665237962";"-62.6135346478835";"253.119029734713";"-143.725693554174";"-214.871592878799"
"4";2015-12-01;"-522.536417270001";"8.46603845150916";"-759.598438459615";"84.8681309959844";"732.576283215445";"-271.451925084483";"-31.431067556785";"445.126791781265";"316.738464969283";"-457.21537902625";"-211.63623722885"
"5";2016-03-01;"25.8762984790614";"17.4812980748246";"-63.8620258548998";"122.572384126271";"643.418781470985";"30.2348718785348";"-177.803229775201";"269.382560258892";"17.9786559113374";"-147.859852545062";"-41.1419747932043"
"6";2016-06-01;"-309.84617894219";"18.1431609798762";"-334.912299067808";"229.303829135278";"774.518539789765";"295.013659637568";"760.806934918287";"380.896746544773";"-297.644616589952";"-73.4920563178453";"-30.7819027499996"
"7";2016-09-01;"-429.69361100723";"30.374925340515";"-359.084199790834";"90.9393669684176";"487.578978481465";"-160.616466162193";"21.5912676170535";"173.859048686392";"-48.2984209468304";"-34.5526237686173";"-75.1997451599999"
"8";2016-12-01;"-543.612632785535";"20.7699392582625";"-555.574386908542";"50.5848861714396";"714.919190873127";"-50.80170846192";"-74.9640414827383";"333.039866562242";"246.06148879928";"-120.303442700394";"-88.0578529099998"
"9";2017-03-01;"-472.030498925021";"14.7450753075276";"-234.379360680468";"-55.7855987052242";"774.393220681563";"51.6663955139048";"117.622455495786";"594.172448763398";"-69.5997726999703";"-78.8413028429759";"-301.74736578"
"10";2017-06-01;"-334.33389731744";"8.89817935359315";"-157.102695162077";"168.628687383486";"866.957227970437";"84.7696688621257";"37.6047998157648";"443.055910480877";"-53.012118954132";"-296.44620640823";"-464.77922921"
"11";2017-09-01;"-627.784940073427";"7.82593420528623";"-620.788549242436";"140.860884323661";"680.6307717572";"-62.3675454388918";"79.8667145575037";"-34.8605183829557";"-98.0408618466973";"82.5067286657044";"83.3362720400004"
"12";2017-12-01;"-754.574611332557";"9.0420211340146";"-1014.13818685221";"19.1096335752275";"602.925770573246";"152.62636034952";"393.922564538161";"63.4249770043611";"250.497218380851";"-4.14497736366388";"264.460619289999"
"13";2018-03-01;"-43.9263717754248";"6.31038074158686";"-1259.04660625343";"133.396257985054";"522.563187092037";"374.92300405128";"239.342315460142";"-59.4125546012866";"944.010941333377";"113.10013904041";"1334.53075426"
"14";2018-06-01;"-648.386858784582";"7.13957888233583";"137.636929728359";"270.189189480832";"522.195950565463";"396.884342913573";"49.8681148000228";"189.856606431973";"145.202020145472";"398.591781870604";"-380.29242776"
"15";2018-09-01;"-246.08479991772";"7.50219419399851";"4.2032993004978";"230.917207456978";"786.544654059604";"-18.8984111305123";"-394.570592422462";"375.119664063213";"188.976706723032";"-338.611248050969";"-581.397153075189"
"16";2018-12-01;"-928.920634013443";"7.43104858985118";"-1475.32495687481";"-53.7498476940184";"1183.23982631102";"-57.1762194116208";"-230.752599357215";"-358.379822350909";"51.5587001325034";"-536.755827679901";"17.0795437713144"
"17";2019-03-01;"-54.3015575739963";"6.67646916139742";"-538.149329275206";"-20.3019681755126";"661.396551649096";"185.794629916902";"300.936168201867";"-127.487839902102";"-388.235807237417";"349.240602679653";"839.76484354226"
"18";2019-06-01;"5.29822244490607";"8.65161534792726";"457.718184993851";"71.3711297569688";"467.6160212919";"39.9172271868311";"-59.8513251412099";"299.074021305626";"-457.167897718048";"-123.260829753899";"-567.029176954917"
"19";2019-09-01;"-131.077574177887";"7.70812156105781";"-230.32790663374";"95.5092804404075";"584.082273750554";"32.6602682986574";"-43.6107344945744";"-18.6908535916972";"-202.669174131167";"-438.381979448242";"-331.423525431331"
"20";2019-12-01;"-645.133147358648";"8.83954292571252";"-2349.30640119328";"-122.689998040151";"1005.93648273113";"258.060094658372";"1278.00794934107";"112.013156709843";"310.752350713879";"-261.797607944827";"1451.21518881552"
"21";2020-03-01;"247.639364267308";"2.73993547638228";"663.594270764113";"109.226195324507";"669.859035970381";"-46.464417190283";"-4.65878092941929";"362.814046913017";"-905.296511643792";"-522.675204439393";"-935.890175459816"
"22";2020-06-01;"-198.309012813806";"4.86005917175816";"-381.337526046561";"3.96430972951139";"237.964790083696";"184.245561173223";"-172.182979356418";"179.466903119145";"681.16462057";"334.12693893389";"522.015511338402"
"23";2020-09-01;"-252.910875850958";"4.65393697155458";"1395.89394795918";"178.537804635335";"462.26810060075";"383.435885396983";"-265.162050005433";"455.432185066469";"-577.618402478564";"253.183140890574";"-1390.96774594801"
"24";2020-12-01;"-428.081353859724";"5.34990211333036";"848.097485081679";"167.009699811919";"732.911722328772";"761.945891594487";"-52.0373229707569";"776.380224738544";"174.351131252636";"277.685680173704";"-993.143256654369"
"25";2021-03-01;"-182.558748659717";"3.68063952919135";"-325.033926386184";"122.935527752899";"859.621920061171";"774.661467816245";"49.5218466183641";"-268.479829739062";"42.908736541913";"-193.750192537276";"-47.5943752816178"
